CustomerID,UserGender,UserAge,YoungAdultFlag,RetireeStatus,Married,Dependents,NumberofDependents,Country,State,LocationCity,AreaCode,Latitude,Longitude,Population,ReferredaFriend,NumberofReferrals,TenureinMonths,Offer,VoiceService,AvgMonthlyLongDistanceCharges,AdditionalLines,ConnectivityType,InternetType,DataUsageAvg,CyberSecuritySvc,CloudStorageSvc,HardwareInsurance,PrioritySupport,VideoSvc_A,VideoSvc_B,AudioSvc,UnlimitedData,Contract,DigitalInvoicing,TransactionMode,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,CustomerLifetimeValue,ChurnStatus,Month
10828306ff0947b4,Female,69,No,Yes,Yes,No,0,United States,California,Berkeley,94703,37.863843,-122.275684,19763,Yes,2,60,,Yes,24.62,No,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.0,6668.35,0.0,0,1477.2,8145.55,4953,No,25-Jan
e43d7a50e37f4280,Female,70,No,Yes,Yes,No,0,United States,California,Hughson,95326,37.5923,-120.853288,6822,Yes,1,20,,Yes,8.98,No,Yes,DSL,16,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,60.0,1259.35,0.0,0,179.6,1438.95,2399,No,25-Jan
2f9f16bfc90648d6,Male,69,No,Yes,No,No,0,United States,California,Sacramento,95820,38.53508,-121.444144,37031,No,0,52,Offer B,No,0.0,No,Yes,DSL,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0.0,0,0.0,2555.05,4865,No,25-Jan
e571a48e8b2e4bd7,Male,67,No,Yes,Yes,Yes,2,United States,California,Trinity Center,96091,41.081847,-122.700545,734,Yes,4,72,,Yes,16.82,No,Yes,Fiber Optic,25,Yes,No,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,104.1,7447.7,0.0,40,1211.04,8698.74,5092,No,25-Jan
604b83c0e1b24433,Male,71,No,Yes,Yes,Yes,1,United States,California,Olympic Valley,96146,39.191797,-120.212401,942,Yes,10,60,,Yes,18.23,Yes,Yes,Fiber Optic,11,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.95,4859.1,49.53,0,1093.8,5903.37,6214,No,25-Jan
f5ff23a8cbe947f4,Female,68,No,Yes,Yes,No,0,United States,California,Los Angeles,90063,34.044271,-118.185237,55668,Yes,4,55,,Yes,22.74,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,90.45,5044.8,12.48,0,1250.7,6283.02,5140,No,25-Jan
adad9e26e8f440a4,Male,66,No,Yes,No,No,0,United States,California,Cabazon,92230,33.929812,-116.76058,2355,No,0,16,Offer D,Yes,22.9,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,1043.3,0.0,0,366.4,1409.7,5610,No,25-Jan
3db93e8c48e244a7,Male,77,No,Yes,Yes,No,0,United States,California,Riverside,92501,33.994676,-117.372498,18999,Yes,7,30,,Yes,40.5,Yes,Yes,DSL,8,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,74.85,2181.75,0.0,0,1215.0,3396.75,5610,No,25-Jan
1cf6e03e46e54871,Male,70,No,Yes,No,No,0,United States,California,Ladera Ranch,92694,33.569186,-117.640055,350,No,0,20,Offer D,Yes,48.46,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,89.95,1648.45,0.0,0,969.2,2617.65,4812,No,25-Jan
48455d41b7c64517,Male,73,No,Yes,Yes,No,0,United States,California,Placentia,92870,33.881158,-117.854783,48170,Yes,10,72,Offer A,Yes,1.34,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,93.05,6735.05,0.0,0,96.48,6831.53,4988,No,25-Jan
36e42f791b45442e,Female,75,No,Yes,No,No,0,United States,California,Weldon,93283,35.55647,-118.244914,1935,No,0,14,Offer D,No,0.0,No,Yes,DSL,24,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.7,692.35,0.0,0,0.0,692.35,3162,No,25-Jan
90364c90e4ab4dd2,Female,67,No,Yes,Yes,No,0,United States,California,Lompoc,93437,34.757477,-120.550507,6165,Yes,1,71,Offer A,Yes,9.96,No,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.7,7904.25,0.0,0,707.16,8611.41,5011,No,25-Jan
6376d87ed4984fd1,Female,72,No,Yes,No,No,0,United States,California,Big Creek,93605,37.17277,-119.2997,273,No,0,31,,Yes,47.48,No,Yes,Fiber Optic,8,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,73.55,2094.65,0.0,0,1471.88,3566.53,2057,No,25-Jan
2427639555da4f94,Male,67,No,Yes,No,No,0,United States,California,Redwood City,94063,37.499411,-122.196318,32368,No,0,8,,Yes,42.53,No,Yes,Fiber Optic,6,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,69.95,562.7,0.0,0,340.24,902.94,2939,Yes,25-Jan
2d9d8ef20d124cde,Male,80,No,Yes,No,No,0,United States,California,South San Francisco,94080,37.654436,-122.426468,60599,No,0,2,,Yes,7.03,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.2,37.2,0.0,0,14.06,51.26,4577,No,25-Jan
dcea1d43ce5b4ead,Female,80,No,Yes,No,Yes,1,United States,California,San Francisco,94132,37.722302,-122.491129,26297,No,0,30,,Yes,37.42,Yes,Yes,Fiber Optic,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.3,2974.5,0.0,0,1122.6,4097.1,2440,No,25-Jan
edfd75e8afa34211,Female,79,No,Yes,No,No,0,United States,California,Rio Vista,94571,38.148862,-121.737696,5246,No,0,5,,Yes,43.99,No,Yes,DSL,27,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,59.9,287.85,0.0,20,219.95,527.8,3662,No,25-Jan
be9877792de84699,Female,79,No,Yes,No,No,0,United States,California,Dillon Beach,94929,38.24458,-122.956268,330,No,0,34,,Yes,14.23,Yes,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.35,3190.25,0.0,0,483.82,3674.07,5425,No,25-Jan
6806ada8bfd34e4b,Female,78,No,Yes,Yes,Yes,1,United States,California,San Quentin,94964,37.942551,-122.491642,6448,Yes,8,56,Offer B,Yes,5.93,No,Yes,DSL,19,Yes,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,72.6,4084.35,0.0,140,332.08,4556.43,6357,No,25-Jan
689b02233b0a42fc,Male,78,No,Yes,Yes,No,0,United States,California,Elk,95432,39.108252,-123.645121,383,Yes,9,32,Offer C,Yes,43.54,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.5,2970.8,0.0,0,1393.28,4364.08,5804,No,25-Jan
0c7cd98931e74e2a,Male,69,No,Yes,No,No,0,United States,California,Flournoy,96029,39.84784,-122.544556,84,No,0,51,,Yes,24.92,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.6,3974.7,16.73,0,1270.92,5228.89,4673,No,25-Jan
312bc61b232d49eb,Female,67,No,Yes,Yes,Yes,1,United States,California,Long Beach,90803,33.760458,-118.129725,31352,Yes,8,29,,No,0.0,No,Yes,DSL,20,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,35.65,1025.15,25.07,0,0.0,1000.08,4107,No,25-Jan
97cb2c73303349bb,Male,74,No,Yes,No,No,0,United States,California,Westlake Village,91361,34.130992,-118.894673,18735,No,0,43,,Yes,8.81,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.85,3645.6,0.0,0,378.83,4024.43,4556,No,25-Jan
9b151fb4326e4773,Male,69,No,Yes,No,No,0,United States,California,Hacienda Heights,91745,33.998471,-117.973758,53686,No,0,30,,Yes,4.04,Yes,Yes,Fiber Optic,14,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,90.5,2595.85,0.0,0,121.2,2717.05,5983,No,25-Jan
7ff9ac6c67c74908,Female,73,No,Yes,Yes,No,0,United States,California,Daggett,92327,34.875144,-116.821698,678,Yes,3,12,,Yes,37.15,No,Yes,DSL,13,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.2,943.85,0.0,20,445.8,1409.65,3355,No,25-Jan
250bc15e6dd443dd,Female,69,No,Yes,Yes,No,0,United States,California,Anaheim,92807,33.848733,-117.788357,36301,Yes,8,72,Offer A,Yes,7.85,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.85,7677.4,0.0,100,565.2,8342.6,4768,No,25-Jan
678ddd5f2aed46c6,Female,73,No,Yes,No,No,0,United States,California,Fullerton,92835,33.902211,-117.914922,21157,No,0,7,,Yes,11.01,No,Yes,Cable,18,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,51.3,419.35,0.0,0,77.07,496.42,3660,No,25-Jan
0270d909a73e4e01,Female,72,No,Yes,No,No,0,United States,California,Caliente,93518,35.358953,-118.527064,1022,No,0,34,,No,0.0,No,Yes,DSL,28,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,56.25,1765.95,0.0,0,0.0,1765.95,5597,No,25-Jan
b3f2aa089fb74fa0,Female,77,No,Yes,No,No,0,United States,California,Fresno,93703,36.768774,-119.762633,31180,No,0,35,,No,0.0,No,Yes,Cable,26,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,39.85,1434.6,0.0,0,0.0,1434.6,2030,Yes,25-Jan
945768ed363a48da,Female,80,No,Yes,No,No,0,United States,California,Mountain View,94043,37.419725,-122.062947,27822,No,0,45,Offer B,Yes,18.46,Yes,Yes,Cable,3,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,70.05,3062.45,0.0,0,830.7,3893.15,4223,No,25-Jan
908033d7569b44e9,Female,74,No,Yes,Yes,Yes,1,United States,California,San Francisco,94103,37.773147,-122.411287,23036,Yes,9,61,Offer B,Yes,39.31,Yes,Yes,DSL,10,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,65.2,3965.05,0.0,0,2397.91,6362.96,6238,No,25-Jan
909f3323ba6940aa,Female,73,No,Yes,No,No,0,United States,California,Oakland,94609,37.834341,-122.26437,21097,No,0,14,,Yes,7.34,Yes,Yes,Fiber Optic,3,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.35,1058.1,32.71,0,102.76,1128.15,3276,No,25-Jan
4ed55530e6894c12,Female,77,No,Yes,No,No,0,United States,California,Berkeley,94710,37.872902,-122.303708,8157,No,0,72,Offer A,Yes,14.12,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.1,7746.7,44.81,0,1016.64,8718.53,5232,No,25-Jan
901bee71124f45a8,Male,76,No,Yes,Yes,No,0,United States,California,Novato,94945,38.135897,-122.563683,16429,Yes,5,31,Offer C,Yes,46.06,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,31.58,0,1427.86,4203.93,5597,No,25-Jan
79ac6a304e974f67,Male,65,No,Yes,Yes,No,0,United States,California,Petaluma,94954,38.235021,-122.557332,35419,Yes,9,36,Offer C,Yes,47.16,No,Yes,DSL,28,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1,1992.85,1.09,0,1697.76,3689.52,4017,No,25-Jan
173c2c564d8145f7,Female,79,No,Yes,No,No,0,United States,California,Mi Wuk Village,95346,38.121601,-120.133915,1278,No,0,70,Offer A,Yes,47.27,Yes,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,0.0,0,3308.9,8521.55,6024,No,25-Jan
67feaa59bf0a482f,Male,73,No,Yes,Yes,No,0,United States,California,Honeydew,95545,40.342928,-124.063329,82,Yes,5,69,,Yes,49.91,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382.0,0.0,0,3443.79,9825.79,6132,No,25-Jan
2db97097eca9462d,Male,75,No,Yes,No,No,0,United States,California,Pilot Hill,95664,38.803731,-121.043799,1173,No,0,21,Offer D,Yes,24.91,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.35,2271.85,0.0,130,523.11,2924.96,4934,Yes,25-Jan
3a1d6c0cc860425a,Female,80,No,Yes,No,No,0,United States,California,Dunnigan,95937,38.931425,-121.946081,19,No,0,36,Offer C,Yes,41.57,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.9,2659.45,0.0,0,1496.52,4155.97,5041,No,25-Jan
094fd3f53cd14f4c,Female,65,No,Yes,Yes,Yes,1,United States,California,Los Angeles,90014,34.043144,-118.251977,3524,Yes,4,68,,No,0.0,No,Yes,DSL,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53.0,3656.25,0.0,0,0.0,3656.25,5583,No,25-Jan
cc7ad0b313754996,Male,79,No,Yes,Yes,No,0,United States,California,Los Angeles,90019,34.049841,-118.33846,67520,Yes,8,13,Offer D,Yes,48.15,Yes,Yes,Fiber Optic,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,93.8,1261.0,0.0,0,625.95,1886.95,5870,No,25-Jan
6d3a2fa9f7b849fe,Female,65,No,Yes,No,No,0,United States,California,Long Beach,90814,33.771612,-118.143866,19034,No,0,50,,Yes,47.99,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.4,4113.7,0.0,0,2399.5,6513.2,4977,No,25-Jan
749429df38174f60,Male,79,No,Yes,Yes,No,0,United States,California,Burbank,91504,34.213049,-118.317651,25882,Yes,1,30,Offer C,Yes,48.02,Yes,Yes,Fiber Optic,24,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,0.0,0,1440.6,4358.25,4828,No,25-Jan
c495addb63ad4c70,Female,70,No,Yes,Yes,No,0,United States,California,Ranchita,92066,33.215251,-116.53633,339,Yes,1,50,Offer B,Yes,9.18,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,5431.9,0.0,0,459.0,5890.9,5211,No,25-Jan
edd78c9e2d604277,Female,75,No,Yes,No,No,0,United States,California,Pioneertown,92268,34.201108,-116.593456,354,No,0,50,Offer B,Yes,17.65,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,5222.35,0.0,0,882.5,6104.85,5570,No,25-Jan
085d809144d94b59,Male,78,No,Yes,Yes,No,0,United States,California,Helendale,92342,34.757783,-117.33997,4948,Yes,5,61,Offer B,Yes,46.65,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.55,5251.75,0.0,0,2845.65,8097.4,4845,No,25-Jan
cb1e041c198f41c9,Female,74,No,Yes,Yes,No,0,United States,California,Murrieta,92562,33.548869,-117.334165,36149,Yes,10,71,Offer A,Yes,16.26,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Credit Card,89.45,6435.25,0.0,0,1154.46,7589.71,6004,No,25-Jan
49f2eb1551b84259,Female,77,No,Yes,No,No,0,United States,California,Anaheim,92801,33.844983,-117.952151,60553,No,0,21,,Yes,37.4,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,2025.1,0.0,0,785.4,2810.5,5691,No,25-Jan
63ea730fc94445c1,Male,80,No,Yes,No,No,0,United States,California,Bishop,93514,37.04584,-118.397236,13309,No,0,72,Offer A,Yes,26.01,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.4,1809.35,0.0,0,1872.72,3682.07,6141,No,25-Jan
b60ef1f539524c90,Male,74,No,Yes,Yes,No,0,United States,California,San Francisco,94109,37.794487,-122.42227,56330,Yes,4,44,,Yes,1.89,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.35,847.25,0.0,0,83.16,930.41,4975,No,25-Jan
c15b5d4753344143,Male,68,No,Yes,Yes,No,0,United States,California,Livermore,94550,37.571748,-121.659562,75929,Yes,4,62,,Yes,4.76,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,5618.3,0.0,0,295.12,5913.42,4415,No,25-Jan
ce56af53332e46eb,Male,80,No,Yes,No,No,0,United States,California,Berkeley,94708,37.897743,-122.263124,10737,No,0,11,Offer D,Yes,26.84,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.15,827.7,0.0,140,295.24,1262.94,3355,No,25-Jan
02ef2579cf75453c,Male,73,No,Yes,Yes,No,0,United States,California,Middletown,95461,38.787446,-122.58675,7789,Yes,10,54,,Yes,35.16,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0,3919.15,0.0,0,1898.64,5817.79,4991,No,25-Jan
92f7488ec2204656,Female,72,No,Yes,Yes,No,0,United States,California,Redcrest,95569,40.363446,-123.835041,400,Yes,10,31,Offer C,No,0.0,No,Yes,DSL,21,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,50.4,1580.1,0.0,0,0.0,1580.1,2166,No,25-Jan
ac6b1b7966f24228,Female,68,No,Yes,No,No,0,United States,California,Madison,95653,38.674276,-121.961866,844,No,0,2,Offer E,Yes,31.74,Yes,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.55,118.25,0.0,0,63.48,181.73,2069,No,25-Jan
40ea82d685614ba3,Female,74,No,Yes,No,No,0,United States,California,Sacramento,95817,38.550722,-121.457314,14966,No,0,60,Offer B,Yes,48.92,Yes,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.4,6176.6,0.0,0,2935.2,9111.8,4483,No,25-Jan
667217c270c04ed6,Male,65,No,Yes,Yes,No,0,United States,California,Carson,90746,33.859171,-118.252272,25566,Yes,8,22,,Yes,22.38,No,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1938.9,0.0,0,492.36,2431.26,4180,No,25-Jan
27523a08c0ce43c7,Male,76,No,Yes,Yes,No,0,United States,California,Long Beach,90804,33.783047,-118.1486,43467,Yes,7,51,Offer B,Yes,2.21,Yes,Yes,Fiber Optic,10,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.65,4839.15,0.0,0,112.71,4951.86,4163,No,25-Jan
510a3be9007e4cad,Female,72,No,Yes,Yes,No,0,United States,California,Newhall,91321,34.370378,-118.504118,30742,Yes,1,70,,Yes,33.74,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,105.55,7195.35,0.0,0,2361.8,9557.15,4605,No,25-Jan
1b6cd2abf29343c4,Female,75,No,Yes,Yes,No,0,United States,California,Chula Vista,91913,32.64164,-116.985026,12884,Yes,1,56,,Yes,26.82,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,68.45,4014.0,0.0,0,1501.92,5515.92,4368,No,25-Jan
eeb1b295e95e4024,Female,77,No,Yes,Yes,No,0,United States,California,San Diego,92116,32.765299,-117.122565,33083,Yes,1,53,,Yes,47.64,No,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.0,4871.45,0.0,0,2524.92,7396.37,6355,No,25-Jan
0cf4df9c207a44a4,Male,21,Yes,No,No,No,0,United States,California,Los Angeles,90013,34.044639,-118.240413,9732,No,0,16,Offer D,Yes,32.62,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,18.95,326.8,0.0,0,521.92,848.72,4726,No,25-Jan
515ff5a416484c31,Female,52,No,No,Yes,No,0,United States,California,Los Angeles,90044,33.952714,-118.292061,87383,Yes,8,70,,Yes,29.38,Yes,Yes,DSL,23,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,69.2,4872.35,0.0,80,2056.6,7008.95,4715,No,25-Jan
de298039f6bb4557,Female,44,No,No,Yes,No,0,United States,California,Los Angeles,90066,34.002028,-118.430656,55204,Yes,2,63,Offer B,Yes,1.43,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.65,6311.2,0.0,0,90.09,6401.29,4572,No,25-Jan
fe90daf2a0914111,Female,34,No,No,Yes,No,0,United States,California,Los Angeles,90071,34.052917,-118.255178,21,Yes,3,47,Offer B,Yes,38.15,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,4707.1,0.0,0,1793.05,6500.15,4488,Yes,25-Jan
a246aee0c0d44e16,Female,50,No,No,No,No,0,United States,California,Gardena,90248,33.876482,-118.284077,9960,No,0,46,Offer B,Yes,2.03,No,Yes,Cable,7,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,55.65,2688.85,0.0,0,93.38,2782.23,2867,No,25-Jan
fe2c701edfc54449,Female,62,No,No,Yes,Yes,1,United States,California,Gardena,90249,33.90139,-118.315697,26442,Yes,1,8,Offer E,Yes,38.78,No,Yes,DSL,18,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.65,482.25,0.0,0,310.24,792.49,5614,No,25-Jan
7beea19f18744c49,Male,44,No,No,No,No,0,United States,California,Long Beach,90815,33.797638,-118.11662,38902,No,0,10,,Yes,32.1,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.7,251.6,0.0,0,321.0,572.6,3611,No,25-Jan
f149dca0378948b8,Female,21,Yes,No,Yes,No,0,United States,California,Duarte,91010,34.145695,-117.95982,27414,Yes,7,11,,Yes,1.92,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,233.9,0.0,0,21.12,255.02,4047,No,25-Jan
539ae154b38a4652,Female,42,No,No,Yes,No,0,United States,California,West Hills,91307,34.199787,-118.68493,23637,Yes,7,72,Offer A,Yes,18.66,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,8129.3,0.0,0,1343.52,9472.82,5945,No,25-Jan
